Cars-Direction-1,Cars-Direction-2,Cars-Total,Date,Day-Of-Week,Hour
109,115,224,2019-08-18,7,9
219,225,444,2019-08-18,7,10
350,334,684,2019-08-18,7,11
430,419,849,2019-08-18,7,12
487,464,951,2019-08-18,7,13
474,483,957,2019-08-18,7,14
510,514,1024,2019-08-18,7,15
450,449,899,2019-08-18,7,16
419,557,976,2019-08-18,7,17
485,491,976,2019-08-18,7,18
334,379,713,2019-08-18,7,19
234,281,515,2019-08-18,7,20
166,210,376,2019-08-18,7,21
125,151,276,2019-08-18,7,22
57,79,136,2019-08-18,7,23
25,33,58,2019-08-18,7,24
5,18,23,2019-08-19,1,1
14,16,30,2019-08-19,1,2
11,11,22,2019-08-19,1,3
12,18,30,2019-08-19,1,4
57,37,94,2019-08-19,1,5
219,180,399,2019-08-19,1,6
609,510,1119,2019-08-19,1,7
879,539,1418,2019-08-19,1,8
667,493,1160,2019-08-19,1,9
603,585,1188,2019-08-19,1,10
755,741,1496,2019-08-19,1,11
683,790,1473,2019-08-19,1,12
713,797,1510,2019-08-19,1,13
628,789,1417,2019-08-19,1,14
703,758,1461,2019-08-19,1,15
753,828,1581,2019-08-19,1,16
839,836,1675,2019-08-19,1,17
638,748,1386,2019-08-19,1,18
506,690,1196,2019-08-19,1,19
316,380,696,2019-08-19,1,20
198,240,438,2019-08-19,1,21
132,171,303,2019-08-19,1,22
67,89,156,2019-08-19,1,23
40,30,70,2019-08-19,1,24
15,18,33,2019-08-20,2,1
8,11,19,2019-08-20,2,2
11,10,21,2019-08-20,2,3
12,13,25,2019-08-20,2,4
47,35,82,2019-08-20,2,5
226,162,388,2019-08-20,2,6
598,423,1021,2019-08-20,2,7
892,587,1479,2019-08-20,2,8
633,492,1125,2019-08-20,2,9
562,488,1050,2019-08-20,2,10
576,569,1145,2019-08-20,2,11
573,577,1150,2019-08-20,2,12
564,601,1165,2019-08-20,2,13
564,685,1249,2019-08-20,2,14
658,619,1277,2019-08-20,2,15
635,782,1417,2019-08-20,2,16
781,844,1625,2019-08-20,2,17
545,725,1270,2019-08-20,2,18
445,543,988,2019-08-20,2,19
284,394,678,2019-08-20,2,20
207,247,454,2019-08-20,2,21
160,169,329,2019-08-20,2,22
71,113,184,2019-08-20,2,23
29,58,87,2019-08-20,2,24
24,13,37,2019-08-21,3,1
7,12,19,2019-08-21,3,2
11,10,21,2019-08-21,3,3
11,16,27,2019-08-21,3,4
44,41,85,2019-08-21,3,5
191,145,336,2019-08-21,3,6
553,390,943,2019-08-21,3,7
862,538,1400,2019-08-21,3,8
672,472,1144,2019-08-21,3,9
571,503,1074,2019-08-21,3,10
568,562,1130,2019-08-21,3,11
566,595,1161,2019-08-21,3,12
591,648,1239,2019-08-21,3,13
569,648,1217,2019-08-21,3,14
588,640,1228,2019-08-21,3,15
626,739,1365,2019-08-21,3,16
741,736,1477,2019-08-21,3,17
674,700,1374,2019-08-21,3,18
479,551,1030,2019-08-21,3,19
316,340,656,2019-08-21,3,20
230,271,501,2019-08-21,3,21
159,207,366,2019-08-21,3,22
82,110,192,2019-08-21,3,23
29,41,70,2019-08-21,3,24
22,24,46,2019-08-22,4,1
11,20,31,2019-08-22,4,2
10,10,20,2019-08-22,4,3
12,17,29,2019-08-22,4,4
47,30,77,2019-08-22,4,5
194,153,347,2019-08-22,4,6
563,420,983,2019-08-22,4,7
842,516,1358,2019-08-22,4,8
581,454,1035,2019-08-22,4,9
564,508,1072,2019-08-22,4,10
607,570,1177,2019-08-22,4,11
589,604,1193,2019-08-22,4,12
598,581,1179,2019-08-22,4,13
612,658,1270,2019-08-22,4,14
636,606,1242,2019-08-22,4,15
699,758,1457,2019-08-22,4,16
759,776,1535,2019-08-22,4,17
621,715,1336,2019-08-22,4,18
452,567,1019,2019-08-22,4,19
344,440,784,2019-08-22,4,20
224,281,505,2019-08-22,4,21
174,178,352,2019-08-22,4,22
94,131,225,2019-08-22,4,23
38,53,91,2019-08-22,4,24
12,23,35,2019-08-23,5,1
18,25,43,2019-08-23,5,2
8,10,18,2019-08-23,5,3
12,14,26,2019-08-23,5,4
55,35,90,2019-08-23,5,5
206,164,370,2019-08-23,5,6
498,352,850,2019-08-23,5,7
794,527,1321,2019-08-23,5,8
569,428,997,2019-08-23,5,9
546,524,1070,2019-08-23,5,10
650,528,1178,2019-08-23,5,11
707,646,1353,2019-08-23,5,12
762,723,1485,2019-08-23,5,13
645,772,1417,2019-08-23,5,14
669,670,1339,2019-08-23,5,15
700,628,1328,2019-08-23,5,16
716,638,1354,2019-08-23,5,17
571,614,1185,2019-08-23,5,18
462,566,1028,2019-08-23,5,19
327,361,688,2019-08-23,5,20
203,309,512,2019-08-23,5,21
150,258,408,2019-08-23,5,22
131,151,282,2019-08-23,5,23
66,103,169,2019-08-23,5,24
98,72,170,2019-08-24,6,1
45,37,82,2019-08-24,6,2
33,22,55,2019-08-24,6,3
18,15,33,2019-08-24,6,4
19,28,47,2019-08-24,6,5
76,57,133,2019-08-24,6,6
74,79,153,2019-08-24,6,7
163,127,290,2019-08-24,6,8
281,253,534,2019-08-24,6,9
522,437,959,2019-08-24,6,10
639,512,1151,2019-08-24,6,11
656,543,1199,2019-08-24,6,12
658,530,1188,2019-08-24,6,13
577,537,1114,2019-08-24,6,14
531,542,1073,2019-08-24,6,15
482,557,1039,2019-08-24,6,16
395,521,916,2019-08-24,6,17
414,548,962,2019-08-24,6,18
402,488,890,2019-08-24,6,19
245,353,598,2019-08-24,6,20
201,258,459,2019-08-24,6,21
153,207,360,2019-08-24,6,22
149,139,288,2019-08-24,6,23
101,112,213,2019-08-24,6,24
95,68,163,2019-08-25,7,1
71,41,112,2019-08-25,7,2
43,35,78,2019-08-25,7,3
23,23,46,2019-08-25,7,4
21,20,41,2019-08-25,7,5
52,45,97,2019-08-25,7,6
41,45,86,2019-08-25,7,7
81,70,151,2019-08-25,7,8
148,145,293,2019-08-25,7,9
338,273,611,2019-08-25,7,10
519,388,907,2019-08-25,7,11
669,390,1059,2019-08-25,7,12
705,431,1136,2019-08-25,7,13
579,471,1050,2019-08-25,7,14
528,498,1026,2019-08-25,7,15
389,609,998,2019-08-25,7,16
412,623,1035,2019-08-25,7,17
415,742,1157,2019-08-25,7,18
341,628,969,2019-08-25,7,19
286,378,664,2019-08-25,7,20
216,260,476,2019-08-25,7,21
123,162,285,2019-08-25,7,22
57,85,142,2019-08-25,7,23
24,44,68,2019-08-25,7,24
10,29,39,2019-08-26,1,1
4,12,16,2019-08-26,1,2
7,10,17,2019-08-26,1,3
6,13,19,2019-08-26,1,4
57,39,96,2019-08-26,1,5
216,166,382,2019-08-26,1,6
552,401,953,2019-08-26,1,7
841,537,1378,2019-08-26,1,8
593,437,1030,2019-08-26,1,9
547,526,1073,2019-08-26,1,10
575,554,1129,2019-08-26,1,11
578,565,1143,2019-08-26,1,12
534,594,1128,2019-08-26,1,13
591,639,1230,2019-08-26,1,14
626,575,1201,2019-08-26,1,15
638,672,1310,2019-08-26,1,16
782,762,1544,2019-08-26,1,17
580,686,1266,2019-08-26,1,18
402,581,983,2019-08-26,1,19
317,373,690,2019-08-26,1,20
224,258,482,2019-08-26,1,21
145,180,325,2019-08-26,1,22
77,90,167,2019-08-26,1,23
20,27,47,2019-08-26,1,24
7,26,33,2019-08-27,2,1
9,9,18,2019-08-27,2,2
14,13,27,2019-08-27,2,3
9,16,25,2019-08-27,2,4
49,28,77,2019-08-27,2,5
207,170,377,2019-08-27,2,6
595,402,997,2019-08-27,2,7
808,529,1337,2019-08-27,2,8
653,477,1130,2019-08-27,2,9
615,504,1119,2019-08-27,2,10
594,530,1124,2019-08-27,2,11
607,574,1181,2019-08-27,2,12
575,596,1171,2019-08-27,2,13
549,600,1149,2019-08-27,2,14
609,565,1174,2019-08-27,2,15
630,714,1344,2019-08-27,2,16
794,789,1583,2019-08-27,2,17
553,678,1231,2019-08-27,2,18
441,583,1024,2019-08-27,2,19
306,413,719,2019-08-27,2,20
205,282,487,2019-08-27,2,21
163,184,347,2019-08-27,2,22
58,99,157,2019-08-27,2,23
23,33,56,2019-08-27,2,24
18,15,33,2019-08-28,3,1
7,10,17,2019-08-28,3,2
11,10,21,2019-08-28,3,3
4,13,17,2019-08-28,3,4
56,38,94,2019-08-28,3,5
191,168,359,2019-08-28,3,6
531,399,930,2019-08-28,3,7
784,541,1325,2019-08-28,3,8
589,445,1034,2019-08-28,3,9
547,508,1055,2019-08-28,3,10
545,539,1084,2019-08-28,3,11
607,528,1135,2019-08-28,3,12
574,611,1185,2019-08-28,3,13
580,679,1259,2019-08-28,3,14
632,622,1254,2019-08-28,3,15
634,684,1318,2019-08-28,3,16
712,761,1473,2019-08-28,3,17
565,649,1214,2019-08-28,3,18
458,532,990,2019-08-28,3,19
318,401,719,2019-08-28,3,20
202,321,523,2019-08-28,3,21
157,221,378,2019-08-28,3,22
93,114,207,2019-08-28,3,23
48,46,94,2019-08-28,3,24
5,14,19,2019-08-29,4,1
8,9,17,2019-08-29,4,2
7,18,25,2019-08-29,4,3
9,12,21,2019-08-29,4,4
50,37,87,2019-08-29,4,5
187,165,352,2019-08-29,4,6
538,373,911,2019-08-29,4,7
794,483,1277,2019-08-29,4,8
534,454,988,2019-08-29,4,9
544,503,1047,2019-08-29,4,10
548,536,1084,2019-08-29,4,11
530,599,1129,2019-08-29,4,12
510,592,1102,2019-08-29,4,13
546,669,1215,2019-08-29,4,14
602,570,1172,2019-08-29,4,15
693,732,1425,2019-08-29,4,16
777,787,1564,2019-08-29,4,17
588,671,1259,2019-08-29,4,18
452,554,1006,2019-08-29,4,19
322,387,709,2019-08-29,4,20
222,242,464,2019-08-29,4,21
147,182,329,2019-08-29,4,22
92,133,225,2019-08-29,4,23
44,70,114,2019-08-29,4,24
18,21,39,2019-08-30,5,1
9,11,20,2019-08-30,5,2
15,9,24,2019-08-30,5,3
8,12,20,2019-08-30,5,4
49,39,88,2019-08-30,5,5
202,158,360,2019-08-30,5,6
490,354,844,2019-08-30,5,7
763,482,1245,2019-08-30,5,8
545,411,956,2019-08-30,5,9
550,505,1055,2019-08-30,5,10
608,578,1186,2019-08-30,5,11
651,609,1260,2019-08-30,5,12
627,663,1290,2019-08-30,5,13
602,725,1327,2019-08-30,5,14
626,656,1282,2019-08-30,5,15
679,593,1272,2019-08-30,5,16
652,635,1287,2019-08-30,5,17
524,536,1060,2019-08-30,5,18
453,553,1006,2019-08-30,5,19
333,413,746,2019-08-30,5,20
247,241,488,2019-08-30,5,21
230,197,427,2019-08-30,5,22
129,128,257,2019-08-30,5,23
83,121,204,2019-08-30,5,24
48,67,115,2019-08-31,6,1
35,49,84,2019-08-31,6,2
25,28,53,2019-08-31,6,3
10,15,25,2019-08-31,6,4
19,21,40,2019-08-31,6,5
66,46,112,2019-08-31,6,6
84,91,175,2019-08-31,6,7
182,157,339,2019-08-31,6,8
297,233,530,2019-08-31,6,9
508,413,921,2019-08-31,6,10
593,438,1031,2019-08-31,6,11
636,563,1199,2019-08-31,6,12
595,521,1116,2019-08-31,6,13
544,488,1032,2019-08-31,6,14
506,436,942,2019-08-31,6,15
376,444,820,2019-08-31,6,16
392,527,919,2019-08-31,6,17
416,533,949,2019-08-31,6,18
360,470,830,2019-08-31,6,19
264,394,658,2019-08-31,6,20
199,271,470,2019-08-31,6,21
164,203,367,2019-08-31,6,22
110,104,214,2019-08-31,6,23
84,93,177,2019-08-31,6,24
49,75,124,2019-09-01,7,1
39,45,84,2019-09-01,7,2
24,28,52,2019-09-01,7,3
22,27,49,2019-09-01,7,4
19,24,43,2019-09-01,7,5
49,47,96,2019-09-01,7,6
58,43,101,2019-09-01,7,7
89,63,152,2019-09-01,7,8
141,127,268,2019-09-01,7,9
258,266,524,2019-09-01,7,10
425,446,871,2019-09-01,7,11
523,515,1038,2019-09-01,7,12
527,517,1044,2019-09-01,7,13
595,503,1098,2019-09-01,7,14
519,467,986,2019-09-01,7,15
429,483,912,2019-09-01,7,16
403,601,1004,2019-09-01,7,17
401,609,1010,2019-09-01,7,18
303,342,645,2019-09-01,7,19
232,243,475,2019-09-01,7,20
172,208,380,2019-09-01,7,21
109,110,219,2019-09-01,7,22
75,75,150,2019-09-01,7,23
59,47,106,2019-09-01,7,24
14,26,40,2019-09-02,1,1
4,9,13,2019-09-02,1,2
9,7,16,2019-09-02,1,3
11,17,28,2019-09-02,1,4
53,37,90,2019-09-02,1,5
196,171,367,2019-09-02,1,6
560,428,988,2019-09-02,1,7
843,578,1421,2019-09-02,1,8
642,463,1105,2019-09-02,1,9
536,494,1030,2019-09-02,1,10
512,560,1072,2019-09-02,1,11
534,596,1130,2019-09-02,1,12
508,593,1101,2019-09-02,1,13
519,630,1149,2019-09-02,1,14
552,524,1076,2019-09-02,1,15
628,695,1323,2019-09-02,1,16
759,749,1508,2019-09-02,1,17
543,686,1229,2019-09-02,1,18
389,532,921,2019-09-02,1,19
302,304,606,2019-09-02,1,20
211,191,402,2019-09-02,1,21
130,164,294,2019-09-02,1,22
64,77,141,2019-09-02,1,23
15,36,51,2019-09-02,1,24
12,14,26,2019-09-03,2,1
7,10,17,2019-09-03,2,2
13,11,24,2019-09-03,2,3
12,20,32,2019-09-03,2,4
53,33,86,2019-09-03,2,5
209,163,372,2019-09-03,2,6
543,407,950,2019-09-03,2,7
790,514,1304,2019-09-03,2,8
566,405,971,2019-09-03,2,9
511,435,946,2019-09-03,2,10
478,507,985,2019-09-03,2,11
468,528,996,2019-09-03,2,12
497,558,1055,2019-09-03,2,13
516,612,1128,2019-09-03,2,14
611,605,1216,2019-09-03,2,15
590,685,1275,2019-09-03,2,16
740,753,1493,2019-09-03,2,17
584,662,1246,2019-09-03,2,18
443,496,939,2019-09-03,2,19
281,308,589,2019-09-03,2,20
182,243,425,2019-09-03,2,21
147,200,347,2019-09-03,2,22
65,94,159,2019-09-03,2,23
23,35,58,2019-09-03,2,24
12,15,27,2019-09-04,3,1
10,8,18,2019-09-04,3,2
5,9,14,2019-09-04,3,3
11,13,24,2019-09-04,3,4
51,33,84,2019-09-04,3,5
198,157,355,2019-09-04,3,6
534,408,942,2019-09-04,3,7
813,508,1321,2019-09-04,3,8
603,475,1078,2019-09-04,3,9
528,462,990,2019-09-04,3,10
484,530,1014,2019-09-04,3,11
498,532,1030,2019-09-04,3,12
479,558,1037,2019-09-04,3,13
458,553,1011,2019-09-04,3,14
528,542,1070,2019-09-04,3,15
584,727,1311,2019-09-04,3,16
737,719,1456,2019-09-04,3,17
606,684,1290,2019-09-04,3,18
415,507,922,2019-09-04,3,19
266,307,573,2019-09-04,3,20
170,182,352,2019-09-04,3,21
114,159,273,2019-09-04,3,22
75,82,157,2019-09-04,3,23
41,26,67,2019-09-04,3,24
14,12,26,2019-09-05,4,1
5,7,12,2019-09-05,4,2
11,16,27,2019-09-05,4,3
10,13,23,2019-09-05,4,4
51,34,85,2019-09-05,4,5
181,144,325,2019-09-05,4,6
526,413,939,2019-09-05,4,7
783,516,1299,2019-09-05,4,8
546,483,1029,2019-09-05,4,9
552,500,1052,2019-09-05,4,10
510,543,1053,2019-09-05,4,11
553,528,1081,2019-09-05,4,12
510,580,1090,2019-09-05,4,13
515,608,1123,2019-09-05,4,14
582,549,1131,2019-09-05,4,15
680,646,1326,2019-09-05,4,16
757,674,1431,2019-09-05,4,17
667,652,1319,2019-09-05,4,18
485,562,1047,2019-09-05,4,19
280,336,616,2019-09-05,4,20
176,218,394,2019-09-05,4,21
131,164,295,2019-09-05,4,22
74,109,183,2019-09-05,4,23
41,46,87,2019-09-05,4,24
15,18,33,2019-09-06,5,1
7,11,18,2019-09-06,5,2
9,7,16,2019-09-06,5,3
11,12,23,2019-09-06,5,4
43,26,69,2019-09-06,5,5
190,151,341,2019-09-06,5,6
497,374,871,2019-09-06,5,7
762,506,1268,2019-09-06,5,8
560,385,945,2019-09-06,5,9
476,471,947,2019-09-06,5,10
543,521,1064,2019-09-06,5,11
618,635,1253,2019-09-06,5,12
683,713,1396,2019-09-06,5,13
592,707,1299,2019-09-06,5,14
655,651,1306,2019-09-06,5,15
592,609,1201,2019-09-06,5,16
617,598,1215,2019-09-06,5,17
482,535,1017,2019-09-06,5,18
335,458,793,2019-09-06,5,19
298,291,589,2019-09-06,5,20
184,204,388,2019-09-06,5,21
124,143,267,2019-09-06,5,22
95,104,199,2019-09-06,5,23
66,72,138,2019-09-06,5,24
31,51,82,2019-09-07,6,1
37,28,65,2019-09-07,6,2
12,12,24,2019-09-07,6,3
9,17,26,2019-09-07,6,4
17,15,32,2019-09-07,6,5
74,50,124,2019-09-07,6,6
83,71,154,2019-09-07,6,7
139,137,276,2019-09-07,6,8
292,202,494,2019-09-07,6,9
478,370,848,2019-09-07,6,10
544,483,1027,2019-09-07,6,11
529,493,1022,2019-09-07,6,12
583,506,1089,2019-09-07,6,13
543,514,1057,2019-09-07,6,14
499,480,979,2019-09-07,6,15
357,455,812,2019-09-07,6,16
381,424,805,2019-09-07,6,17
374,413,787,2019-09-07,6,18
369,366,735,2019-09-07,6,19
218,284,502,2019-09-07,6,20
177,220,397,2019-09-07,6,21
132,131,263,2019-09-07,6,22
89,119,208,2019-09-07,6,23
59,61,120,2019-09-07,6,24
43,43,86,2019-09-08,7,1
29,35,64,2019-09-08,7,2
37,32,69,2019-09-08,7,3
21,27,48,2019-09-08,7,4
25,29,54,2019-09-08,7,5
44,44,88,2019-09-08,7,6
46,50,96,2019-09-08,7,7
71,55,126,2019-09-08,7,8
126,112,238,2019-09-08,7,9
282,254,536,2019-09-08,7,10
343,320,663,2019-09-08,7,11
402,372,774,2019-09-08,7,12
466,279,745,2019-09-08,7,13
441,440,881,2019-09-08,7,14
482,468,950,2019-09-08,7,15
394,443,837,2019-09-08,7,16
352,457,809,2019-09-08,7,17
354,526,880,2019-09-08,7,18
304,336,640,2019-09-08,7,19
193,254,447,2019-09-08,7,20
148,164,312,2019-09-08,7,21
99,94,193,2019-09-08,7,22
39,52,91,2019-09-08,7,23
21,25,46,2019-09-08,7,24
11,28,39,2019-09-09,1,1
8,9,17,2019-09-09,1,2
9,14,23,2019-09-09,1,3
8,18,26,2019-09-09,1,4
56,33,89,2019-09-09,1,5
190,157,347,2019-09-09,1,6
552,404,956,2019-09-09,1,7
825,510,1335,2019-09-09,1,8
568,432,1000,2019-09-09,1,9
558,489,1047,2019-09-09,1,10
514,583,1097,2019-09-09,1,11
524,564,1088,2019-09-09,1,12
553,589,1142,2019-09-09,1,13
507,617,1124,2019-09-09,1,14
595,572,1167,2019-09-09,1,15
603,660,1263,2019-09-09,1,16
810,737,1547,2019-09-09,1,17
577,650,1227,2019-09-09,1,18
431,537,968,2019-09-09,1,19
283,331,614,2019-09-09,1,20
156,235,391,2019-09-09,1,21
102,155,257,2019-09-09,1,22
55,77,132,2019-09-09,1,23
27,21,48,2019-09-09,1,24
13,15,28,2019-09-10,2,1
10,8,18,2019-09-10,2,2
8,13,21,2019-09-10,2,3
8,10,18,2019-09-10,2,4
51,30,81,2019-09-10,2,5
180,151,331,2019-09-10,2,6
568,402,970,2019-09-10,2,7
848,542,1390,2019-09-10,2,8
645,619,1264,2019-09-10,2,9
592,640,1232,2019-09-10,2,10
550,613,1163,2019-09-10,2,11
487,560,1047,2019-09-10,2,12
564,607,1171,2019-09-10,2,13
530,639,1169,2019-09-10,2,14
667,608,1275,2019-09-10,2,15
691,684,1375,2019-09-10,2,16
817,794,1611,2019-09-10,2,17
671,643,1314,2019-09-10,2,18
447,569,1016,2019-09-10,2,19
291,329,620,2019-09-10,2,20
174,223,397,2019-09-10,2,21
130,151,281,2019-09-10,2,22
56,81,137,2019-09-10,2,23
25,34,59,2019-09-10,2,24
12,19,31,2019-09-11,3,1
12,5,17,2019-09-11,3,2
12,18,30,2019-09-11,3,3
11,17,28,2019-09-11,3,4
60,35,95,2019-09-11,3,5
203,153,356,2019-09-11,3,6
567,398,965,2019-09-11,3,7
812,561,1373,2019-09-11,3,8
610,480,1090,2019-09-11,3,9
554,467,1021,2019-09-11,3,10
578,545,1123,2019-09-11,3,11
575,555,1130,2019-09-11,3,12
570,580,1150,2019-09-11,3,13
606,618,1224,2019-09-11,3,14
640,686,1326,2019-09-11,3,15
747,725,1472,2019-09-11,3,16
755,755,1510,2019-09-11,3,17
644,664,1308,2019-09-11,3,18
427,531,958,2019-09-11,3,19
309,378,687,2019-09-11,3,20
189,240,429,2019-09-11,3,21
124,140,264,2019-09-11,3,22
72,83,155,2019-09-11,3,23
23,39,62,2019-09-11,3,24
25,19,44,2019-09-12,4,1
5,12,17,2019-09-12,4,2
11,10,21,2019-09-12,4,3
15,17,32,2019-09-12,4,4
45,33,78,2019-09-12,4,5
194,154,348,2019-09-12,4,6
566,414,980,2019-09-12,4,7
849,569,1418,2019-09-12,4,8
668,512,1180,2019-09-12,4,9
582,558,1140,2019-09-12,4,10
578,595,1173,2019-09-12,4,11
558,561,1119,2019-09-12,4,12
612,671,1283,2019-09-12,4,13
681,694,1375,2019-09-12,4,14
665,641,1306,2019-09-12,4,15
781,726,1507,2019-09-12,4,16
842,777,1619,2019-09-12,4,17
690,717,1407,2019-09-12,4,18
483,520,1003,2019-09-12,4,19
303,348,651,2019-09-12,4,20
232,299,531,2019-09-12,4,21
169,224,393,2019-09-12,4,22
90,108,198,2019-09-12,4,23
26,41,67,2019-09-12,4,24
12,26,38,2019-09-13,5,1
9,16,25,2019-09-13,5,2
12,14,26,2019-09-13,5,3
13,15,28,2019-09-13,5,4
56,43,99,2019-09-13,5,5
165,143,308,2019-09-13,5,6
462,370,832,2019-09-13,5,7
758,526,1284,2019-09-13,5,8
571,422,993,2019-09-13,5,9
494,458,952,2019-09-13,5,10
559,535,1094,2019-09-13,5,11
640,606,1246,2019-09-13,5,12
679,671,1350,2019-09-13,5,13
647,745,1392,2019-09-13,5,14
676,619,1295,2019-09-13,5,15
571,635,1206,2019-09-13,5,16
578,660,1238,2019-09-13,5,17
510,570,1080,2019-09-13,5,18
378,479,857,2019-09-13,5,19
296,336,632,2019-09-13,5,20
201,212,413,2019-09-13,5,21
125,174,299,2019-09-13,5,22
89,141,230,2019-09-13,5,23
50,70,120,2019-09-13,5,24
30,27,57,2019-09-14,6,1
24,37,61,2019-09-14,6,2
18,17,35,2019-09-14,6,3
15,17,32,2019-09-14,6,4
18,32,50,2019-09-14,6,5
73,40,113,2019-09-14,6,6
74,79,153,2019-09-14,6,7
122,136,258,2019-09-14,6,8
305,222,527,2019-09-14,6,9
466,359,825,2019-09-14,6,10
514,495,1009,2019-09-14,6,11
538,543,1081,2019-09-14,6,12
531,473,1004,2019-09-14,6,13
450,469,919,2019-09-14,6,14
472,433,905,2019-09-14,6,15
384,444,828,2019-09-14,6,16
390,486,876,2019-09-14,6,17
410,441,851,2019-09-14,6,18
341,370,711,2019-09-14,6,19
276,261,537,2019-09-14,6,20
187,200,387,2019-09-14,6,21
123,153,276,2019-09-14,6,22
84,108,192,2019-09-14,6,23
47,59,106,2019-09-14,6,24
42,52,94,2019-09-15,7,1
36,32,68,2019-09-15,7,2
15,12,27,2019-09-15,7,3
15,20,35,2019-09-15,7,4
16,20,36,2019-09-15,7,5
54,38,92,2019-09-15,7,6
43,43,86,2019-09-15,7,7
54,67,121,2019-09-15,7,8
127,125,252,2019-09-15,7,9
303,208,511,2019-09-15,7,10
392,347,739,2019-09-15,7,11
475,395,870,2019-09-15,7,12
432,473,905,2019-09-15,7,13
456,434,890,2019-09-15,7,14
569,488,1057,2019-09-15,7,15
452,462,914,2019-09-15,7,16
421,490,911,2019-09-15,7,17
393,505,898,2019-09-15,7,18
270,355,625,2019-09-15,7,19
230,241,471,2019-09-15,7,20
145,176,321,2019-09-15,7,21
98,126,224,2019-09-15,7,22
68,64,132,2019-09-15,7,23
16,33,49,2019-09-15,7,24
9,31,40,2019-09-16,1,1
9,21,30,2019-09-16,1,2
11,15,26,2019-09-16,1,3
14,16,30,2019-09-16,1,4
51,39,90,2019-09-16,1,5
195,146,341,2019-09-16,1,6
548,383,931,2019-09-16,1,7
815,524,1339,2019-09-16,1,8
580,449,1029,2019-09-16,1,9
501,452,953,2019-09-16,1,10
520,549,1069,2019-09-16,1,11
519,532,1051,2019-09-16,1,12
567,527,1094,2019-09-16,1,13
478,605,1083,2019-09-16,1,14
535,577,1112,2019-09-16,1,15
613,663,1276,2019-09-16,1,16
706,747,1453,2019-09-16,1,17
534,674,1208,2019-09-16,1,18
374,441,815,2019-09-16,1,19
283,269,552,2019-09-16,1,20
164,200,364,2019-09-16,1,21
90,134,224,2019-09-16,1,22
41,76,117,2019-09-16,1,23
21,22,43,2019-09-16,1,24
4,14,18,2019-09-17,2,1
9,11,20,2019-09-17,2,2
6,11,17,2019-09-17,2,3
9,12,21,2019-09-17,2,4
47,35,82,2019-09-17,2,5
199,135,334,2019-09-17,2,6
528,404,932,2019-09-17,2,7
833,545,1378,2019-09-17,2,8
594,495,1089,2019-09-17,2,9
520,451,971,2019-09-17,2,10
492,522,1014,2019-09-17,2,11
542,545,1087,2019-09-17,2,12
492,591,1083,2019-09-17,2,13
475,600,1075,2019-09-17,2,14
583,562,1145,2019-09-17,2,15
593,683,1276,2019-09-17,2,16
661,739,1400,2019-09-17,2,17
546,656,1202,2019-09-17,2,18
382,500,882,2019-09-17,2,19
285,309,594,2019-09-17,2,20
142,194,336,2019-09-17,2,21
101,125,226,2019-09-17,2,22
55,74,129,2019-09-17,2,23
36,27,63,2019-09-17,2,24
16,17,33,2019-09-18,3,1
10,11,21,2019-09-18,3,2
5,16,21,2019-09-18,3,3
12,12,24,2019-09-18,3,4
46,35,81,2019-09-18,3,5
184,139,323,2019-09-18,3,6
516,397,913,2019-09-18,3,7
813,542,1355,2019-09-18,3,8
567,464,1031,2019-09-18,3,9
546,463,1009,2019-09-18,3,10
526,528,1054,2019-09-18,3,11
531,567,1098,2019-09-18,3,12
571,601,1172,2019-09-18,3,13
569,609,1178,2019-09-18,3,14
551,656,1207,2019-09-18,3,15
636,696,1332,2019-09-18,3,16
705,765,1470,2019-09-18,3,17
540,636,1176,2019-09-18,3,18
383,477,860,2019-09-18,3,19
260,280,540,2019-09-18,3,20
185,211,396,2019-09-18,3,21
125,166,291,2019-09-18,3,22
42,74,116,2019-09-18,3,23
29,27,56,2019-09-18,3,24
19,12,31,2019-09-19,4,1
5,9,14,2019-09-19,4,2
10,12,22,2019-09-19,4,3
13,12,25,2019-09-19,4,4
49,33,82,2019-09-19,4,5
189,133,322,2019-09-19,4,6
515,386,901,2019-09-19,4,7
806,528,1334,2019-09-19,4,8
591,442,1033,2019-09-19,4,9
522,445,967,2019-09-19,4,10
538,529,1067,2019-09-19,4,11
466,534,1000,2019-09-19,4,12
525,514,1039,2019-09-19,4,13
597,577,1174,2019-09-19,4,14
619,599,1218,2019-09-19,4,15
623,706,1329,2019-09-19,4,16
708,744,1452,2019-09-19,4,17
569,633,1202,2019-09-19,4,18
389,513,902,2019-09-19,4,19
286,320,606,2019-09-19,4,20
186,233,419,2019-09-19,4,21
113,168,281,2019-09-19,4,22
74,90,164,2019-09-19,4,23
23,42,65,2019-09-19,4,24
27,28,55,2019-09-20,5,1
14,11,25,2019-09-20,5,2
15,10,25,2019-09-20,5,3
11,11,22,2019-09-20,5,4
47,27,74,2019-09-20,5,5
195,146,341,2019-09-20,5,6
467,337,804,2019-09-20,5,7
750,496,1246,2019-09-20,5,8
593,422,1015,2019-09-20,5,9
503,469,972,2019-09-20,5,10
553,561,1114,2019-09-20,5,11
550,603,1153,2019-09-20,5,12
603,708,1311,2019-09-20,5,13
595,660,1255,2019-09-20,5,14
606,684,1290,2019-09-20,5,15
593,550,1143,2019-09-20,5,16
580,611,1191,2019-09-20,5,17
451,543,994,2019-09-20,5,18
372,440,812,2019-09-20,5,19
