Cars-Direction-1,Cars-Direction-2,Cars-Total,Date,Day-Of-Week,Hour
526,526,1052,2019-04-01,1,13
539,606,1145,2019-04-01,1,14
504,565,1069,2019-04-01,1,15
620,700,1320,2019-04-01,1,16
731,786,1517,2019-04-01,1,17
531,639,1170,2019-04-01,1,18
425,510,935,2019-04-01,1,19
302,327,629,2019-04-01,1,20
135,193,328,2019-04-01,1,21
120,122,242,2019-04-01,1,22
46,89,135,2019-04-01,1,23
34,28,62,2019-04-01,1,24
6,13,19,2019-04-02,2,1
6,5,11,2019-04-02,2,2
10,8,18,2019-04-02,2,3
14,13,27,2019-04-02,2,4
38,31,69,2019-04-02,2,5
197,152,349,2019-04-02,2,6
542,388,930,2019-04-02,2,7
823,532,1355,2019-04-02,2,8
590,460,1050,2019-04-02,2,9
545,494,1039,2019-04-02,2,10
536,492,1028,2019-04-02,2,11
495,520,1015,2019-04-02,2,12
499,527,1026,2019-04-02,2,13
534,600,1134,2019-04-02,2,14
574,610,1184,2019-04-02,2,15
637,643,1280,2019-04-02,2,16
772,802,1574,2019-04-02,2,17
578,668,1246,2019-04-02,2,18
406,561,967,2019-04-02,2,19
255,320,575,2019-04-02,2,20
168,187,355,2019-04-02,2,21
129,166,295,2019-04-02,2,22
68,104,172,2019-04-02,2,23
34,46,80,2019-04-02,2,24
12,17,29,2019-04-03,3,1
13,12,25,2019-04-03,3,2
22,16,38,2019-04-03,3,3
27,16,43,2019-04-03,3,4
59,45,104,2019-04-03,3,5
200,137,337,2019-04-03,3,6
512,402,914,2019-04-03,3,7
830,549,1379,2019-04-03,3,8
598,452,1050,2019-04-03,3,9
527,484,1011,2019-04-03,3,10
499,497,996,2019-04-03,3,11
489,515,1004,2019-04-03,3,12
538,602,1140,2019-04-03,3,13
520,666,1186,2019-04-03,3,14
530,595,1125,2019-04-03,3,15
570,662,1232,2019-04-03,3,16
662,707,1369,2019-04-03,3,17
547,535,1082,2019-04-03,3,18
412,398,810,2019-04-03,3,19
295,297,592,2019-04-03,3,20
185,186,371,2019-04-03,3,21
119,178,297,2019-04-03,3,22
74,139,213,2019-04-03,3,23
32,28,60,2019-04-03,3,24
28,19,47,2019-04-04,4,1
8,12,20,2019-04-04,4,2
6,6,12,2019-04-04,4,3
8,8,16,2019-04-04,4,4
40,32,72,2019-04-04,4,5
185,151,336,2019-04-04,4,6
488,372,860,2019-04-04,4,7
722,485,1207,2019-04-04,4,8
529,444,973,2019-04-04,4,9
548,461,1009,2019-04-04,4,10
515,492,1007,2019-04-04,4,11
543,516,1059,2019-04-04,4,12
488,561,1049,2019-04-04,4,13
549,521,1070,2019-04-04,4,14
612,608,1220,2019-04-04,4,15
585,679,1264,2019-04-04,4,16
776,750,1526,2019-04-04,4,17
536,723,1259,2019-04-04,4,18
429,536,965,2019-04-04,4,19
265,334,599,2019-04-04,4,20
194,188,382,2019-04-04,4,21
114,170,284,2019-04-04,4,22
83,95,178,2019-04-04,4,23
28,39,67,2019-04-04,4,24
21,17,38,2019-04-05,5,1
6,13,19,2019-04-05,5,2
11,12,23,2019-04-05,5,3
16,15,31,2019-04-05,5,4
49,36,85,2019-04-05,5,5
170,130,300,2019-04-05,5,6
489,349,838,2019-04-05,5,7
642,476,1118,2019-04-05,5,8
494,405,899,2019-04-05,5,9
574,465,1039,2019-04-05,5,10
564,552,1116,2019-04-05,5,11
608,579,1187,2019-04-05,5,12
606,667,1273,2019-04-05,5,13
643,723,1366,2019-04-05,5,14
588,640,1228,2019-04-05,5,15
535,577,1112,2019-04-05,5,16
562,534,1096,2019-04-05,5,17
485,524,1009,2019-04-05,5,18
368,389,757,2019-04-05,5,19
236,280,516,2019-04-05,5,20
161,211,372,2019-04-05,5,21
124,127,251,2019-04-05,5,22
85,106,191,2019-04-05,5,23
53,69,122,2019-04-05,5,24
41,51,92,2019-04-06,6,1
22,25,47,2019-04-06,6,2
14,18,32,2019-04-06,6,3
17,13,30,2019-04-06,6,4
19,18,37,2019-04-06,6,5
69,43,112,2019-04-06,6,6
83,88,171,2019-04-06,6,7
153,108,261,2019-04-06,6,8
284,251,535,2019-04-06,6,9
458,413,871,2019-04-06,6,10
565,558,1123,2019-04-06,6,11
626,564,1190,2019-04-06,6,12
478,528,1006,2019-04-06,6,13
456,491,947,2019-04-06,6,14
478,470,948,2019-04-06,6,15
379,512,891,2019-04-06,6,16
359,447,806,2019-04-06,6,17
408,382,790,2019-04-06,6,18
315,347,662,2019-04-06,6,19
226,196,422,2019-04-06,6,20
174,186,360,2019-04-06,6,21
90,109,199,2019-04-06,6,22
66,97,163,2019-04-06,6,23
52,94,146,2019-04-06,6,24
50,59,109,2019-04-07,7,1
33,39,72,2019-04-07,7,2
15,23,38,2019-04-07,7,3
22,20,42,2019-04-07,7,4
16,20,36,2019-04-07,7,5
59,43,102,2019-04-07,7,6
53,46,99,2019-04-07,7,7
79,75,154,2019-04-07,7,8
141,123,264,2019-04-07,7,9
344,230,574,2019-04-07,7,10
521,322,843,2019-04-07,7,11
611,394,1005,2019-04-07,7,12
588,501,1089,2019-04-07,7,13
606,521,1127,2019-04-07,7,14
534,597,1131,2019-04-07,7,15
354,613,967,2019-04-07,7,16
361,581,942,2019-04-07,7,17
346,534,880,2019-04-07,7,18
255,396,651,2019-04-07,7,19
232,225,457,2019-04-07,7,20
146,183,329,2019-04-07,7,21
94,101,195,2019-04-07,7,22
42,48,90,2019-04-07,7,23
17,41,58,2019-04-07,7,24
9,28,37,2019-04-08,1,1
6,7,13,2019-04-08,1,2
8,10,18,2019-04-08,1,3
10,8,18,2019-04-08,1,4
44,36,80,2019-04-08,1,5
213,148,361,2019-04-08,1,6
507,405,912,2019-04-08,1,7
720,504,1224,2019-04-08,1,8
570,428,998,2019-04-08,1,9
554,496,1050,2019-04-08,1,10
574,563,1137,2019-04-08,1,11
526,568,1094,2019-04-08,1,12
585,618,1203,2019-04-08,1,13
563,643,1206,2019-04-08,1,14
587,588,1175,2019-04-08,1,15
605,693,1298,2019-04-08,1,16
705,787,1492,2019-04-08,1,17
517,651,1168,2019-04-08,1,18
357,508,865,2019-04-08,1,19
261,294,555,2019-04-08,1,20
166,203,369,2019-04-08,1,21
125,117,242,2019-04-08,1,22
52,85,137,2019-04-08,1,23
19,28,47,2019-04-08,1,24
13,16,29,2019-04-09,2,1
8,8,16,2019-04-09,2,2
7,9,16,2019-04-09,2,3
13,13,26,2019-04-09,2,4
42,38,80,2019-04-09,2,5
197,135,332,2019-04-09,2,6
521,392,913,2019-04-09,2,7
708,489,1197,2019-04-09,2,8
517,447,964,2019-04-09,2,9
557,498,1055,2019-04-09,2,10
529,536,1065,2019-04-09,2,11
546,484,1030,2019-04-09,2,12
544,552,1096,2019-04-09,2,13
556,549,1105,2019-04-09,2,14
598,614,1212,2019-04-09,2,15
635,665,1300,2019-04-09,2,16
745,809,1554,2019-04-09,2,17
533,755,1288,2019-04-09,2,18
446,578,1024,2019-04-09,2,19
312,382,694,2019-04-09,2,20
179,204,383,2019-04-09,2,21
113,136,249,2019-04-09,2,22
53,69,122,2019-04-09,2,23
30,25,55,2019-04-09,2,24
19,15,34,2019-04-10,3,1
4,13,17,2019-04-10,3,2
8,7,15,2019-04-10,3,3
11,8,19,2019-04-10,3,4
44,32,76,2019-04-10,3,5
200,133,333,2019-04-10,3,6
508,380,888,2019-04-10,3,7
683,446,1129,2019-04-10,3,8
582,483,1065,2019-04-10,3,9
616,465,1081,2019-04-10,3,10
552,590,1142,2019-04-10,3,11
603,553,1156,2019-04-10,3,12
559,625,1184,2019-04-10,3,13
599,594,1193,2019-04-10,3,14
580,667,1247,2019-04-10,3,15
593,699,1292,2019-04-10,3,16
731,774,1505,2019-04-10,3,17
561,635,1196,2019-04-10,3,18
418,503,921,2019-04-10,3,19
266,317,583,2019-04-10,3,20
196,167,363,2019-04-10,3,21
103,176,279,2019-04-10,3,22
66,84,150,2019-04-10,3,23
37,49,86,2019-04-10,3,24
28,23,51,2019-04-11,4,1
7,12,19,2019-04-11,4,2
7,7,14,2019-04-11,4,3
13,12,25,2019-04-11,4,4
38,33,71,2019-04-11,4,5
204,147,351,2019-04-11,4,6
500,380,880,2019-04-11,4,7
691,431,1122,2019-04-11,4,8
556,441,997,2019-04-11,4,9
541,476,1017,2019-04-11,4,10
510,530,1040,2019-04-11,4,11
523,551,1074,2019-04-11,4,12
594,521,1115,2019-04-11,4,13
595,600,1195,2019-04-11,4,14
601,566,1167,2019-04-11,4,15
741,706,1447,2019-04-11,4,16
894,679,1573,2019-04-11,4,17
716,672,1388,2019-04-11,4,18
574,532,1106,2019-04-11,4,19
354,312,666,2019-04-11,4,20
189,226,415,2019-04-11,4,21
111,145,256,2019-04-11,4,22
51,95,146,2019-04-11,4,23
19,35,54,2019-04-11,4,24
13,15,28,2019-04-12,5,1
9,18,27,2019-04-12,5,2
12,11,23,2019-04-12,5,3
12,9,21,2019-04-12,5,4
43,25,68,2019-04-12,5,5
177,134,311,2019-04-12,5,6
482,368,850,2019-04-12,5,7
647,396,1043,2019-04-12,5,8
530,428,958,2019-04-12,5,9
508,450,958,2019-04-12,5,10
595,557,1152,2019-04-12,5,11
602,596,1198,2019-04-12,5,12
624,655,1279,2019-04-12,5,13
742,681,1423,2019-04-12,5,14
666,668,1334,2019-04-12,5,15
624,610,1234,2019-04-12,5,16
522,550,1072,2019-04-12,5,17
512,494,1006,2019-04-12,5,18
363,440,803,2019-04-12,5,19
261,270,531,2019-04-12,5,20
229,247,476,2019-04-12,5,21
131,153,284,2019-04-12,5,22
82,98,180,2019-04-12,5,23
66,63,129,2019-04-12,5,24
39,41,80,2019-04-13,6,1
19,23,42,2019-04-13,6,2
11,17,28,2019-04-13,6,3
15,19,34,2019-04-13,6,4
20,27,47,2019-04-13,6,5
59,53,112,2019-04-13,6,6
68,79,147,2019-04-13,6,7
125,124,249,2019-04-13,6,8
246,223,469,2019-04-13,6,9
446,375,821,2019-04-13,6,10
508,424,932,2019-04-13,6,11
495,517,1012,2019-04-13,6,12
498,515,1013,2019-04-13,6,13
520,492,1012,2019-04-13,6,14
584,455,1039,2019-04-13,6,15
404,390,794,2019-04-13,6,16
345,316,661,2019-04-13,6,17
373,338,711,2019-04-13,6,18
272,311,583,2019-04-13,6,19
178,204,382,2019-04-13,6,20
118,155,273,2019-04-13,6,21
92,122,214,2019-04-13,6,22
108,87,195,2019-04-13,6,23
51,66,117,2019-04-13,6,24
42,32,74,2019-04-14,7,1
34,25,59,2019-04-14,7,2
26,24,50,2019-04-14,7,3
24,26,50,2019-04-14,7,4
16,21,37,2019-04-14,7,5
38,46,84,2019-04-14,7,6
51,39,90,2019-04-14,7,7
41,69,110,2019-04-14,7,8
91,90,181,2019-04-14,7,9
189,175,364,2019-04-14,7,10
277,302,579,2019-04-14,7,11
361,389,750,2019-04-14,7,12
482,346,828,2019-04-14,7,13
415,414,829,2019-04-14,7,14
473,453,926,2019-04-14,7,15
390,413,803,2019-04-14,7,16
341,405,746,2019-04-14,7,17
319,389,708,2019-04-14,7,18
265,328,593,2019-04-14,7,19
184,207,391,2019-04-14,7,20
133,173,306,2019-04-14,7,21
79,100,179,2019-04-14,7,22
50,61,111,2019-04-14,7,23
25,30,55,2019-04-14,7,24
17,19,36,2019-04-15,1,1
13,16,29,2019-04-15,1,2
8,10,18,2019-04-15,1,3
11,11,22,2019-04-15,1,4
44,30,74,2019-04-15,1,5
178,145,323,2019-04-15,1,6
443,365,808,2019-04-15,1,7
657,422,1079,2019-04-15,1,8
537,430,967,2019-04-15,1,9
545,486,1031,2019-04-15,1,10
535,527,1062,2019-04-15,1,11
545,508,1053,2019-04-15,1,12
516,510,1026,2019-04-15,1,13
499,516,1015,2019-04-15,1,14
530,514,1044,2019-04-15,1,15
552,587,1139,2019-04-15,1,16
661,690,1351,2019-04-15,1,17
499,628,1127,2019-04-15,1,18
372,476,848,2019-04-15,1,19
268,304,572,2019-04-15,1,20
177,189,366,2019-04-15,1,21
89,115,204,2019-04-15,1,22
53,63,116,2019-04-15,1,23
25,45,70,2019-04-15,1,24
12,17,29,2019-04-16,2,1
6,9,15,2019-04-16,2,2
12,12,24,2019-04-16,2,3
10,13,23,2019-04-16,2,4
39,35,74,2019-04-16,2,5
171,128,299,2019-04-16,2,6
472,344,816,2019-04-16,2,7
636,411,1047,2019-04-16,2,8
508,403,911,2019-04-16,2,9
537,457,994,2019-04-16,2,10
566,524,1090,2019-04-16,2,11
559,534,1093,2019-04-16,2,12
511,543,1054,2019-04-16,2,13
505,527,1032,2019-04-16,2,14
556,537,1093,2019-04-16,2,15
558,614,1172,2019-04-16,2,16
679,709,1388,2019-04-16,2,17
520,699,1219,2019-04-16,2,18
373,523,896,2019-04-16,2,19
275,302,577,2019-04-16,2,20
179,226,405,2019-04-16,2,21
112,132,244,2019-04-16,2,22
69,97,166,2019-04-16,2,23
34,34,68,2019-04-16,2,24
17,19,36,2019-04-17,3,1
10,9,19,2019-04-17,3,2
13,10,23,2019-04-17,3,3
9,9,18,2019-04-17,3,4
38,35,73,2019-04-17,3,5
168,121,289,2019-04-17,3,6
452,350,802,2019-04-17,3,7
604,451,1055,2019-04-17,3,8
578,441,1019,2019-04-17,3,9
556,475,1031,2019-04-17,3,10
594,604,1198,2019-04-17,3,11
595,605,1200,2019-04-17,3,12
526,578,1104,2019-04-17,3,13
550,580,1130,2019-04-17,3,14
559,599,1158,2019-04-17,3,15
635,687,1322,2019-04-17,3,16
737,719,1456,2019-04-17,3,17
518,649,1167,2019-04-17,3,18
417,502,919,2019-04-17,3,19
290,335,625,2019-04-17,3,20
193,215,408,2019-04-17,3,21
143,149,292,2019-04-17,3,22
62,84,146,2019-04-17,3,23
37,39,76,2019-04-17,3,24
28,29,57,2019-04-18,4,1
10,14,24,2019-04-18,4,2
11,13,24,2019-04-18,4,3
11,14,25,2019-04-18,4,4
34,32,66,2019-04-18,4,5
178,123,301,2019-04-18,4,6
446,324,770,2019-04-18,4,7
599,415,1014,2019-04-18,4,8
517,409,926,2019-04-18,4,9
591,476,1067,2019-04-18,4,10
625,567,1192,2019-04-18,4,11
632,644,1276,2019-04-18,4,12
596,633,1229,2019-04-18,4,13
648,582,1230,2019-04-18,4,14
668,640,1308,2019-04-18,4,15
700,728,1428,2019-04-18,4,16
680,763,1443,2019-04-18,4,17
548,636,1184,2019-04-18,4,18
464,572,1036,2019-04-18,4,19
329,404,733,2019-04-18,4,20
222,259,481,2019-04-18,4,21
139,151,290,2019-04-18,4,22
112,130,242,2019-04-18,4,23
71,75,146,2019-04-18,4,24
34,35,69,2019-04-19,5,1
21,23,44,2019-04-19,5,2
16,12,28,2019-04-19,5,3
19,17,36,2019-04-19,5,4
24,17,41,2019-04-19,5,5
40,42,82,2019-04-19,5,6
50,48,98,2019-04-19,5,7
66,64,130,2019-04-19,5,8
124,137,261,2019-04-19,5,9
295,263,558,2019-04-19,5,10
396,471,867,2019-04-19,5,11
378,461,839,2019-04-19,5,12
435,472,907,2019-04-19,5,13
492,449,941,2019-04-19,5,14
551,457,1008,2019-04-19,5,15
468,436,904,2019-04-19,5,16
452,500,952,2019-04-19,5,17
422,509,931,2019-04-19,5,18
361,358,719,2019-04-19,5,19
236,258,494,2019-04-19,5,20
182,202,384,2019-04-19,5,21
112,138,250,2019-04-19,5,22
63,86,149,2019-04-19,5,23
45,52,97,2019-04-19,5,24
37,35,72,2019-04-20,6,1
17,24,41,2019-04-20,6,2
19,19,38,2019-04-20,6,3
11,15,26,2019-04-20,6,4
22,17,39,2019-04-20,6,5
77,52,129,2019-04-20,6,6
91,65,156,2019-04-20,6,7
201,132,333,2019-04-20,6,8
387,288,675,2019-04-20,6,9
600,513,1113,2019-04-20,6,10
714,592,1306,2019-04-20,6,11
733,613,1346,2019-04-20,6,12
602,592,1194,2019-04-20,6,13
488,533,1021,2019-04-20,6,14
493,581,1074,2019-04-20,6,15
392,548,940,2019-04-20,6,16
388,532,920,2019-04-20,6,17
394,470,864,2019-04-20,6,18
305,380,685,2019-04-20,6,19
249,264,513,2019-04-20,6,20
182,225,407,2019-04-20,6,21
137,162,299,2019-04-20,6,22
92,111,203,2019-04-20,6,23
72,76,148,2019-04-20,6,24
45,45,90,2019-04-21,7,1
27,30,57,2019-04-21,7,2
17,18,35,2019-04-21,7,3
14,12,26,2019-04-21,7,4
15,15,30,2019-04-21,7,5
50,42,92,2019-04-21,7,6
45,30,75,2019-04-21,7,7
63,73,136,2019-04-21,7,8
118,159,277,2019-04-21,7,9
302,345,647,2019-04-21,7,10
407,458,865,2019-04-21,7,11
474,450,924,2019-04-21,7,12
539,424,963,2019-04-21,7,13
565,384,949,2019-04-21,7,14
474,453,927,2019-04-21,7,15
492,490,982,2019-04-21,7,16
424,486,910,2019-04-21,7,17
457,526,983,2019-04-21,7,18
364,429,793,2019-04-21,7,19
283,294,577,2019-04-21,7,20
209,245,454,2019-04-21,7,21
152,154,306,2019-04-21,7,22
84,111,195,2019-04-21,7,23
50,33,83,2019-04-21,7,24
25,26,51,2019-04-22,1,1
28,25,53,2019-04-22,1,2
17,15,32,2019-04-22,1,3
9,16,25,2019-04-22,1,4
17,16,33,2019-04-22,1,5
49,55,104,2019-04-22,1,6
36,23,59,2019-04-22,1,7
72,80,152,2019-04-22,1,8
101,116,217,2019-04-22,1,9
228,259,487,2019-04-22,1,10
467,462,929,2019-04-22,1,11
576,514,1090,2019-04-22,1,12
520,486,1006,2019-04-22,1,13
594,527,1121,2019-04-22,1,14
608,633,1241,2019-04-22,1,15
473,650,1123,2019-04-22,1,16
415,601,1016,2019-04-22,1,17
480,561,1041,2019-04-22,1,18
346,403,749,2019-04-22,1,19
274,275,549,2019-04-22,1,20
193,190,383,2019-04-22,1,21
74,107,181,2019-04-22,1,22
44,69,113,2019-04-22,1,23
16,29,45,2019-04-22,1,24
5,15,20,2019-04-23,2,1
8,9,17,2019-04-23,2,2
10,11,21,2019-04-23,2,3
11,12,23,2019-04-23,2,4
47,37,84,2019-04-23,2,5
186,159,345,2019-04-23,2,6
542,398,940,2019-04-23,2,7
850,555,1405,2019-04-23,2,8
563,454,1017,2019-04-23,2,9
538,455,993,2019-04-23,2,10
510,496,1006,2019-04-23,2,11
508,515,1023,2019-04-23,2,12
528,547,1075,2019-04-23,2,13
620,669,1289,2019-04-23,2,14
580,553,1133,2019-04-23,2,15
595,663,1258,2019-04-23,2,16
727,756,1483,2019-04-23,2,17
589,689,1278,2019-04-23,2,18
393,535,928,2019-04-23,2,19
286,334,620,2019-04-23,2,20
184,194,378,2019-04-23,2,21
138,136,274,2019-04-23,2,22
81,102,183,2019-04-23,2,23
19,42,61,2019-04-23,2,24
16,27,43,2019-04-24,3,1
7,16,23,2019-04-24,3,2
11,15,26,2019-04-24,3,3
11,10,21,2019-04-24,3,4
50,30,80,2019-04-24,3,5
189,162,351,2019-04-24,3,6
526,397,923,2019-04-24,3,7
785,537,1322,2019-04-24,3,8
606,440,1046,2019-04-24,3,9
549,440,989,2019-04-24,3,10
560,523,1083,2019-04-24,3,11
579,591,1170,2019-04-24,3,12
512,610,1122,2019-04-24,3,13
584,665,1249,2019-04-24,3,14
522,607,1129,2019-04-24,3,15
629,695,1324,2019-04-24,3,16
742,732,1474,2019-04-24,3,17
565,652,1217,2019-04-24,3,18
419,513,932,2019-04-24,3,19
306,330,636,2019-04-24,3,20
218,251,469,2019-04-24,3,21
104,133,237,2019-04-24,3,22
66,92,158,2019-04-24,3,23
27,39,66,2019-04-24,3,24
18,25,43,2019-04-25,4,1
8,14,22,2019-04-25,4,2
11,18,29,2019-04-25,4,3
13,10,23,2019-04-25,4,4
54,32,86,2019-04-25,4,5
196,156,352,2019-04-25,4,6
504,376,880,2019-04-25,4,7
862,547,1409,2019-04-25,4,8
539,443,982,2019-04-25,4,9
558,488,1046,2019-04-25,4,10
530,545,1075,2019-04-25,4,11
593,542,1135,2019-04-25,4,12
546,578,1124,2019-04-25,4,13
595,617,1212,2019-04-25,4,14
575,597,1172,2019-04-25,4,15
708,708,1416,2019-04-25,4,16
754,773,1527,2019-04-25,4,17
564,685,1249,2019-04-25,4,18
447,562,1009,2019-04-25,4,19
252,366,618,2019-04-25,4,20
224,242,466,2019-04-25,4,21
131,185,316,2019-04-25,4,22
83,96,179,2019-04-25,4,23
40,76,116,2019-04-25,4,24
13,26,39,2019-04-26,5,1
7,10,17,2019-04-26,5,2
12,12,24,2019-04-26,5,3
10,12,22,2019-04-26,5,4
49,33,82,2019-04-26,5,5
180,146,326,2019-04-26,5,6
502,371,873,2019-04-26,5,7
745,472,1217,2019-04-26,5,8
585,472,1057,2019-04-26,5,9
600,503,1103,2019-04-26,5,10
552,564,1116,2019-04-26,5,11
601,574,1175,2019-04-26,5,12
632,667,1299,2019-04-26,5,13
619,701,1320,2019-04-26,5,14
680,656,1336,2019-04-26,5,15
638,634,1272,2019-04-26,5,16
601,611,1212,2019-04-26,5,17
517,517,1034,2019-04-26,5,18
433,494,927,2019-04-26,5,19
317,318,635,2019-04-26,5,20
203,224,427,2019-04-26,5,21
129,168,297,2019-04-26,5,22
84,120,204,2019-04-26,5,23
56,96,152,2019-04-26,5,24
30,38,68,2019-04-27,6,1
25,31,56,2019-04-27,6,2
13,19,32,2019-04-27,6,3
17,20,37,2019-04-27,6,4
26,24,50,2019-04-27,6,5
60,47,107,2019-04-27,6,6
95,85,180,2019-04-27,6,7
197,129,326,2019-04-27,6,8
335,243,578,2019-04-27,6,9
462,413,875,2019-04-27,6,10
588,493,1081,2019-04-27,6,11
546,513,1059,2019-04-27,6,12
527,505,1032,2019-04-27,6,13
470,520,990,2019-04-27,6,14
475,473,948,2019-04-27,6,15
367,409,776,2019-04-27,6,16
374,444,818,2019-04-27,6,17
373,401,774,2019-04-27,6,18
345,379,724,2019-04-27,6,19
223,283,506,2019-04-27,6,20
181,238,419,2019-04-27,6,21
125,219,344,2019-04-27,6,22
127,129,256,2019-04-27,6,23
98,94,192,2019-04-27,6,24
91,50,141,2019-04-28,7,1
103,62,165,2019-04-28,7,2
91,45,136,2019-04-28,7,3
42,37,79,2019-04-28,7,4
30,23,53,2019-04-28,7,5
48,43,91,2019-04-28,7,6
43,48,91,2019-04-28,7,7
81,80,161,2019-04-28,7,8
147,90,237,2019-04-28,7,9
264,237,501,2019-04-28,7,10
310,293,603,2019-04-28,7,11
344,362,706,2019-04-28,7,12
463,407,870,2019-04-28,7,13
426,423,849,2019-04-28,7,14
453,425,878,2019-04-28,7,15
417,459,876,2019-04-28,7,16
332,446,778,2019-04-28,7,17
386,405,791,2019-04-28,7,18
265,293,558,2019-04-28,7,19
184,228,412,2019-04-28,7,20
138,147,285,2019-04-28,7,21
81,117,198,2019-04-28,7,22
54,56,110,2019-04-28,7,23
26,53,79,2019-04-28,7,24
11,22,33,2019-04-29,1,1
10,15,25,2019-04-29,1,2
12,15,27,2019-04-29,1,3
13,9,22,2019-04-29,1,4
52,37,89,2019-04-29,1,5
197,162,359,2019-04-29,1,6
526,439,965,2019-04-29,1,7
861,531,1392,2019-04-29,1,8
605,472,1077,2019-04-29,1,9
543,494,1037,2019-04-29,1,10
577,545,1122,2019-04-29,1,11
548,572,1120,2019-04-29,1,12
545,583,1128,2019-04-29,1,13
550,536,1086,2019-04-29,1,14
553,583,1136,2019-04-29,1,15
660,695,1355,2019-04-29,1,16
749,767,1516,2019-04-29,1,17
537,620,1157,2019-04-29,1,18
432,559,991,2019-04-29,1,19
313,347,660,2019-04-29,1,20
189,215,404,2019-04-29,1,21
126,155,281,2019-04-29,1,22
75,88,163,2019-04-29,1,23
32,39,71,2019-04-29,1,24
13,21,34,2019-04-30,2,1
6,9,15,2019-04-30,2,2
9,7,16,2019-04-30,2,3
13,13,26,2019-04-30,2,4
48,33,81,2019-04-30,2,5
201,136,337,2019-04-30,2,6
493,381,874,2019-04-30,2,7
833,489,1322,2019-04-30,2,8
647,487,1134,2019-04-30,2,9
579,498,1077,2019-04-30,2,10
622,565,1187,2019-04-30,2,11
578,578,1156,2019-04-30,2,12
534,597,1131,2019-04-30,2,13
561,673,1234,2019-04-30,2,14
643,611,1254,2019-04-30,2,15
750,711,1461,2019-04-30,2,16
790,729,1519,2019-04-30,2,17
630,685,1315,2019-04-30,2,18
448,506,954,2019-04-30,2,19
353,408,761,2019-04-30,2,20
213,234,447,2019-04-30,2,21
156,192,348,2019-04-30,2,22
96,117,213,2019-04-30,2,23
68,84,152,2019-04-30,2,24
46,50,96,2019-05-01,3,1
36,39,75,2019-05-01,3,2
37,25,62,2019-05-01,3,3
26,26,52,2019-05-01,3,4
28,23,51,2019-05-01,3,5
56,51,107,2019-05-01,3,6
49,55,104,2019-05-01,3,7
71,64,135,2019-05-01,3,8
110,102,212,2019-05-01,3,9
207,200,407,2019-05-01,3,10
335,364,699,2019-05-01,3,11
355,417,772,2019-05-01,3,12
368,420,788,2019-05-01,3,13
380,428,808,2019-05-01,3,14
437,432,869,2019-05-01,3,15
371,383,754,2019-05-01,3,16
337,348,685,2019-05-01,3,17
392,320,712,2019-05-01,3,18
264,299,563,2019-05-01,3,19
220,206,426,2019-05-01,3,20
167,170,337,2019-05-01,3,21
92,92,184,2019-05-01,3,22
52,47,99,2019-05-01,3,23
34,37,71,2019-05-01,3,24
16,19,35,2019-05-02,4,1
12,10,22,2019-05-02,4,2
9,18,27,2019-05-02,4,3
13,11,24,2019-05-02,4,4
41,28,69,2019-05-02,4,5
202,123,325,2019-05-02,4,6
480,336,816,2019-05-02,4,7
791,513,1304,2019-05-02,4,8
611,490,1101,2019-05-02,4,9
616,478,1094,2019-05-02,4,10
535,536,1071,2019-05-02,4,11
505,578,1083,2019-05-02,4,12
554,567,1121,2019-05-02,4,13
532,582,1114,2019-05-02,4,14
573,623,1196,2019-05-02,4,15
606,669,1275,2019-05-02,4,16
677,697,1374,2019-05-02,4,17
522,652,1174,2019-05-02,4,18
424,537,961,2019-05-02,4,19
254,351,605,2019-05-02,4,20
197,224,421,2019-05-02,4,21
137,158,295,2019-05-02,4,22
82,76,158,2019-05-02,4,23
32,40,72,2019-05-02,4,24
17,21,38,2019-05-03,5,1
4,11,15,2019-05-03,5,2
8,22,30,2019-05-03,5,3
14,11,25,2019-05-03,5,4
45,31,76,2019-05-03,5,5
196,121,317,2019-05-03,5,6
457,318,775,2019-05-03,5,7
771,472,1243,2019-05-03,5,8
557,429,986,2019-05-03,5,9
534,485,1019,2019-05-03,5,10
599,562,1161,2019-05-03,5,11
582,612,1194,2019-05-03,5,12
651,676,1327,2019-05-03,5,13
611,634,1245,2019-05-03,5,14
611,644,1255,2019-05-03,5,15
605,601,1206,2019-05-03,5,16
588,632,1220,2019-05-03,5,17
483,527,1010,2019-05-03,5,18
430,456,886,2019-05-03,5,19
273,310,583,2019-05-03,5,20
174,189,363,2019-05-03,5,21
119,187,306,2019-05-03,5,22
77,126,203,2019-05-03,5,23
62,75,137,2019-05-03,5,24
26,34,60,2019-05-04,6,1
19,20,39,2019-05-04,6,2
19,19,38,2019-05-04,6,3
16,18,34,2019-05-04,6,4
20,20,40,2019-05-04,6,5
77,51,128,2019-05-04,6,6
74,61,135,2019-05-04,6,7
141,98,239,2019-05-04,6,8
303,232,535,2019-05-04,6,9
484,399,883,2019-05-04,6,10
541,467,1008,2019-05-04,6,11
546,537,1083,2019-05-04,6,12
573,547,1120,2019-05-04,6,13
404,542,946,2019-05-04,6,14
455,480,935,2019-05-04,6,15
407,409,816,2019-05-04,6,16
431,390,821,2019-05-04,6,17
371,407,778,2019-05-04,6,18
295,339,634,2019-05-04,6,19
215,234,449,2019-05-04,6,20
138,217,355,2019-05-04,6,21
137,143,280,2019-05-04,6,22
101,124,225,2019-05-04,6,23
78,83,161,2019-05-04,6,24
45,44,89,2019-05-05,7,1
