Row,Number of vessels,Date,Hour
7581,7,2019-11-12,21
7582,6,2019-11-12,22
7583,8,2019-11-12,23
7584,10,2019-11-13,0
7585,7,2019-11-13,1
7586,6,2019-11-13,2
7587,4,2019-11-13,3
7588,6,2019-11-13,4
7589,5,2019-11-13,5
7590,6,2019-11-13,6
7591,7,2019-11-13,7
7592,8,2019-11-13,8
7593,9,2019-11-13,9
7594,6,2019-11-13,10
7595,5,2019-11-13,11
7596,5,2019-11-13,12
7597,3,2019-11-13,13
7598,2,2019-11-13,14
7599,4,2019-11-13,15
7600,6,2019-11-13,16
7601,6,2019-11-13,17
7602,6,2019-11-13,18
7603,5,2019-11-13,19
7604,5,2019-11-13,20
7605,2,2019-11-13,21
7606,6,2019-11-13,22
7607,8,2019-11-13,23
7608,2,2019-11-14,0
7609,3,2019-11-14,1
7610,3,2019-11-14,2
7611,5,2019-11-14,3
7612,6,2019-11-14,4
7613,8,2019-11-14,5
7614,5,2019-11-14,6
7615,7,2019-11-14,7
7616,8,2019-11-14,8
7617,5,2019-11-14,9
7618,4,2019-11-14,10
7619,4,2019-11-14,11
7620,4,2019-11-14,12
7621,3,2019-11-14,13
7622,2,2019-11-14,14
7623,2,2019-11-14,15
7624,1,2019-11-14,16
7625,1,2019-11-14,17
7626,1,2019-11-14,18
7627,1,2019-11-14,19
7628,0,2019-11-14,20
7629,0,2019-11-14,21
7630,1,2019-11-14,22
7631,0,2019-11-14,23
7632,6,2019-11-15,0
7633,4,2019-11-15,1
7634,9,2019-11-15,2
7635,7,2019-11-15,3
7636,6,2019-11-15,4
7637,7,2019-11-15,5
7638,7,2019-11-15,6
7639,9,2019-11-15,7
7640,8,2019-11-15,8
7641,8,2019-11-15,9
7642,8,2019-11-15,10
7643,11,2019-11-15,11
7644,9,2019-11-15,12
7645,8,2019-11-15,13
7646,6,2019-11-15,14
7647,6,2019-11-15,15
7648,8,2019-11-15,16
7649,7,2019-11-15,17
7650,8,2019-11-15,18
7651,5,2019-11-15,19
7652,5,2019-11-15,20
7653,7,2019-11-15,21
7654,6,2019-11-15,22
7655,5,2019-11-15,23
7656,5,2019-11-16,0
7657,8,2019-11-16,1
7658,7,2019-11-16,2
7659,7,2019-11-16,3
7660,5,2019-11-16,4
7661,8,2019-11-16,5
7662,8,2019-11-16,6
7663,9,2019-11-16,7
7664,12,2019-11-16,8
7665,14,2019-11-16,9
7666,13,2019-11-16,10
7667,9,2019-11-16,11
7668,11,2019-11-16,12
7669,9,2019-11-16,13
7670,9,2019-11-16,14
7671,8,2019-11-16,15
7672,6,2019-11-16,16
7673,6,2019-11-16,17
7674,4,2019-11-16,18
7675,5,2019-11-16,19
7676,6,2019-11-16,20
7677,8,2019-11-16,21
7678,10,2019-11-16,22
7679,10,2019-11-16,23
7680,6,2019-11-17,0
7681,5,2019-11-17,1
7682,7,2019-11-17,2
7683,7,2019-11-17,3
7684,5,2019-11-17,4
7685,9,2019-11-17,5
7686,7,2019-11-17,6
7687,11,2019-11-17,7
7688,9,2019-11-17,8
7689,11,2019-11-17,9
7690,9,2019-11-17,10
7691,5,2019-11-17,11
7692,6,2019-11-17,12
7693,2,2019-11-17,13
7694,2,2019-11-17,14
7695,5,2019-11-17,15
7696,5,2019-11-17,16
7697,8,2019-11-17,17
7698,7,2019-11-17,18
7699,13,2019-11-17,19
7700,10,2019-11-17,20
7701,13,2019-11-17,21
7702,9,2019-11-17,22
7703,6,2019-11-17,23
7704,3,2019-11-18,0
7705,3,2019-11-18,1
7706,3,2019-11-18,2
7707,4,2019-11-18,3
7708,8,2019-11-18,4
7709,7,2019-11-18,5
7710,7,2019-11-18,6
7711,6,2019-11-18,7
7712,4,2019-11-18,8
7713,2,2019-11-18,9
7714,1,2019-11-18,10
7715,3,2019-11-18,11
7716,4,2019-11-18,12
7717,7,2019-11-18,13
7718,8,2019-11-18,14
7719,6,2019-11-18,15
7720,9,2019-11-18,16
7721,6,2019-11-18,17
7722,9,2019-11-18,18
7723,8,2019-11-18,19
7724,10,2019-11-18,20
7725,13,2019-11-18,21
7726,14,2019-11-18,22
7727,14,2019-11-18,23
7728,8,2019-11-19,0
7729,7,2019-11-19,1
7730,7,2019-11-19,2
7731,5,2019-11-19,3
7732,4,2019-11-19,4
7733,4,2019-11-19,5
7734,6,2019-11-19,6
7735,11,2019-11-19,7
7736,11,2019-11-19,8
7737,7,2019-11-19,9
7738,5,2019-11-19,10
7739,3,2019-11-19,11
7740,7,2019-11-19,12
7741,8,2019-11-19,13
7742,8,2019-11-19,14
7743,8,2019-11-19,15
7744,5,2019-11-19,16
7745,6,2019-11-19,17
7746,3,2019-11-19,18
7747,3,2019-11-19,19
7748,3,2019-11-19,20
7749,3,2019-11-19,21
7750,4,2019-11-19,22
7751,6,2019-11-19,23
7752,3,2019-11-20,0
7753,2,2019-11-20,1
7754,2,2019-11-20,2
7755,2,2019-11-20,3
7756,5,2019-11-20,4
7757,8,2019-11-20,5
7758,11,2019-11-20,6
7759,8,2019-11-20,7
7760,5,2019-11-20,8
7761,9,2019-11-20,9
7762,11,2019-11-20,10
7763,8,2019-11-20,11
7764,11,2019-11-20,12
7765,9,2019-11-20,13
7766,11,2019-11-20,14
7767,9,2019-11-20,15
7768,4,2019-11-20,16
7769,4,2019-11-20,17
7770,3,2019-11-20,18
7771,4,2019-11-20,19
7772,6,2019-11-20,20
7773,7,2019-11-20,21
7774,7,2019-11-20,22
7775,7,2019-11-20,23
7776,5,2019-11-21,0
7777,8,2019-11-21,1
7778,9,2019-11-21,2
7779,6,2019-11-21,3
7780,3,2019-11-21,4
7781,7,2019-11-21,5
7782,7,2019-11-21,6
7783,6,2019-11-21,7
7784,5,2019-11-21,8
7785,10,2019-11-21,9
7786,11,2019-11-21,10
7787,13,2019-11-21,11
7788,10,2019-11-21,12
7789,10,2019-11-21,13
7790,11,2019-11-21,14
7791,12,2019-11-21,15
7792,10,2019-11-21,16
7793,11,2019-11-21,17
7794,6,2019-11-21,18
7795,4,2019-11-21,19
7796,2,2019-11-21,20
7797,4,2019-11-21,21
7798,5,2019-11-21,22
7799,5,2019-11-21,23
7800,3,2019-11-22,0
7801,8,2019-11-22,1
7802,8,2019-11-22,2
7803,8,2019-11-22,3
7804,3,2019-11-22,4
7805,3,2019-11-22,5
7806,4,2019-11-22,6
7807,3,2019-11-22,7
7808,6,2019-11-22,8
7809,5,2019-11-22,9
7810,8,2019-11-22,10
7811,5,2019-11-22,11
7812,7,2019-11-22,12
7813,4,2019-11-22,13
7814,4,2019-11-22,14
7815,10,2019-11-22,15
7816,13,2019-11-22,16
7817,9,2019-11-22,17
7818,7,2019-11-22,18
7819,5,2019-11-22,19
7820,6,2019-11-22,20
7821,8,2019-11-22,21
7822,4,2019-11-22,22
7823,4,2019-11-22,23
7824,5,2019-11-23,0
7825,7,2019-11-23,1
7826,4,2019-11-23,2
7827,8,2019-11-23,3
7828,6,2019-11-23,4
7829,5,2019-11-23,5
7830,6,2019-11-23,6
7831,6,2019-11-23,7
7832,7,2019-11-23,8
7833,11,2019-11-23,9
7834,12,2019-11-23,10
7835,7,2019-11-23,11
7836,8,2019-11-23,12
7837,12,2019-11-23,13
7838,12,2019-11-23,14
7839,14,2019-11-23,15
7840,12,2019-11-23,16
7841,14,2019-11-23,17
7842,15,2019-11-23,18
7843,11,2019-11-23,19
7844,5,2019-11-23,20
7845,4,2019-11-23,21
7846,3,2019-11-23,22
7847,2,2019-11-23,23
7848,3,2019-11-24,0
7849,6,2019-11-24,1
7850,6,2019-11-24,2
7851,1,2019-11-24,3
7852,2,2019-11-24,4
7853,4,2019-11-24,5
7854,3,2019-11-24,6
7855,3,2019-11-24,7
7856,2,2019-11-24,8
7857,5,2019-11-24,9
7858,6,2019-11-24,10
7859,5,2019-11-24,11
7860,4,2019-11-24,12
7861,4,2019-11-24,13
7862,3,2019-11-24,14
7863,3,2019-11-24,15
7864,3,2019-11-24,16
7865,4,2019-11-24,17
7866,3,2019-11-24,18
7867,3,2019-11-24,19
7868,1,2019-11-24,20
7869,0,2019-11-24,21
7870,0,2019-11-24,22
7871,0,2019-11-24,23
7872,4,2019-11-25,0
7873,2,2019-11-25,1
7874,4,2019-11-25,2
7875,6,2019-11-25,3
7876,9,2019-11-25,4
7877,9,2019-11-25,5
7878,9,2019-11-25,6
7879,9,2019-11-25,7
7880,8,2019-11-25,8
7881,8,2019-11-25,9
7882,4,2019-11-25,10
7883,3,2019-11-25,11
7884,4,2019-11-25,12
7885,8,2019-11-25,13
7886,10,2019-11-25,14
7887,15,2019-11-25,15
7888,15,2019-11-25,16
7889,14,2019-11-25,17
7890,6,2019-11-25,18
7891,6,2019-11-25,19
7892,4,2019-11-25,20
7893,5,2019-11-25,21
7894,3,2019-11-25,22
7895,6,2019-11-25,23
7896,4,2019-11-26,0
7897,4,2019-11-26,1
7898,3,2019-11-26,2
7899,1,2019-11-26,3
7900,3,2019-11-26,4
7901,3,2019-11-26,5
7902,4,2019-11-26,6
7903,8,2019-11-26,7
7904,5,2019-11-26,8
7905,5,2019-11-26,9
7906,1,2019-11-26,10
7907,4,2019-11-26,11
7908,5,2019-11-26,12
7909,4,2019-11-26,13
7910,4,2019-11-26,14
7911,1,2019-11-26,15
7912,1,2019-11-26,16
7913,4,2019-11-26,17
7914,2,2019-11-26,18
7915,4,2019-11-26,19
7916,5,2019-11-26,20
7917,5,2019-11-26,21
7918,5,2019-11-26,22
7919,7,2019-11-26,23
7920,3,2019-11-27,0
7921,4,2019-11-27,1
7922,4,2019-11-27,2
7923,7,2019-11-27,3
7924,8,2019-11-27,4
7925,7,2019-11-27,5
7926,5,2019-11-27,6
7927,5,2019-11-27,7
7928,2,2019-11-27,8
7929,2,2019-11-27,9
7930,1,2019-11-27,10
7931,2,2019-11-27,11
7932,1,2019-11-27,12
7933,3,2019-11-27,13
7934,3,2019-11-27,14
7935,1,2019-11-27,15
7936,0,2019-11-27,16
7937,2,2019-11-27,17
7938,3,2019-11-27,18
7939,3,2019-11-27,19
7940,3,2019-11-27,20
7941,3,2019-11-27,21
7942,4,2019-11-27,22
7943,1,2019-11-27,23
7944,3,2019-11-28,0
7945,5,2019-11-28,1
7946,8,2019-11-28,2
7947,11,2019-11-28,3
7948,8,2019-11-28,4
7949,8,2019-11-28,5
7950,8,2019-11-28,6
7951,6,2019-11-28,7
7952,5,2019-11-28,8
7953,6,2019-11-28,9
7954,7,2019-11-28,10
7955,4,2019-11-28,11
7956,6,2019-11-28,12
7957,7,2019-11-28,13
7958,9,2019-11-28,14
7959,2,2019-11-28,15
7960,8,2019-11-28,16
7961,11,2019-11-28,17
7962,10,2019-11-28,18
7963,7,2019-11-28,19
7964,9,2019-11-28,20
7965,10,2019-11-28,21
7966,5,2019-11-28,22
7967,9,2019-11-28,23
7968,10,2019-11-29,0
7969,10,2019-11-29,1
7970,7,2019-11-29,2
7971,9,2019-11-29,3
7972,6,2019-11-29,4
7973,5,2019-11-29,5
7974,7,2019-11-29,6
7975,11,2019-11-29,7
7976,12,2019-11-29,8
7977,11,2019-11-29,9
7978,9,2019-11-29,10
7979,9,2019-11-29,11
7980,10,2019-11-29,12
7981,6,2019-11-29,13
7982,4,2019-11-29,14
7983,8,2019-11-29,15
7984,7,2019-11-29,16
7985,7,2019-11-29,17
7986,7,2019-11-29,18
7987,11,2019-11-29,19
7988,12,2019-11-29,20
7989,9,2019-11-29,21
7990,11,2019-11-29,22
7991,9,2019-11-29,23
7992,9,2019-11-30,0
7993,6,2019-11-30,1
7994,3,2019-11-30,2
7995,4,2019-11-30,3
7996,8,2019-11-30,4
7997,7,2019-11-30,5
7998,13,2019-11-30,6
7999,13,2019-11-30,7
8000,10,2019-11-30,8
8001,10,2019-11-30,9
8002,9,2019-11-30,10
8003,8,2019-11-30,11
8004,2,2019-11-30,12
8005,2,2019-11-30,13
8006,2,2019-11-30,14
8007,2,2019-11-30,15
8008,5,2019-11-30,16
8009,5,2019-11-30,17
8010,8,2019-11-30,18
8011,12,2019-11-30,19
8012,11,2019-11-30,20
8013,10,2019-11-30,21
8014,9,2019-11-30,22
8015,4,2019-11-30,23
8016,6,2019-12-01,0
8017,8,2019-12-01,1
8018,6,2019-12-01,2
8019,5,2019-12-01,3
8020,6,2019-12-01,4
8021,8,2019-12-01,5
8022,8,2019-12-01,6
8023,9,2019-12-01,7
8024,12,2019-12-01,8
8025,13,2019-12-01,9
8026,5,2019-12-01,10
8027,5,2019-12-01,11
8028,4,2019-12-01,12
8029,8,2019-12-01,13
8030,13,2019-12-01,14
8031,14,2019-12-01,15
8032,11,2019-12-01,16
8033,6,2019-12-01,17
8034,4,2019-12-01,18
8035,6,2019-12-01,19
8036,8,2019-12-01,20
8037,14,2019-12-01,21
8038,15,2019-12-01,22
8039,17,2019-12-01,23
8040,14,2019-12-02,0
8041,15,2019-12-02,1
8042,15,2019-12-02,2
8043,14,2019-12-02,3
8044,11,2019-12-02,4
8045,12,2019-12-02,5
8046,13,2019-12-02,6
8047,11,2019-12-02,7
8048,12,2019-12-02,8
8049,13,2019-12-02,9
8050,9,2019-12-02,10
8051,12,2019-12-02,11
8052,7,2019-12-02,12
8053,5,2019-12-02,13
8054,3,2019-12-02,14
8055,1,2019-12-02,15
8056,3,2019-12-02,16
8057,4,2019-12-02,17
8058,3,2019-12-02,18
8059,6,2019-12-02,19
8060,12,2019-12-02,20
8061,11,2019-12-02,21
8062,16,2019-12-02,22
8063,17,2019-12-02,23
8064,11,2019-12-03,0
8065,11,2019-12-03,1
8066,9,2019-12-03,2
8067,9,2019-12-03,3
8068,5,2019-12-03,4
8069,6,2019-12-03,5
8070,5,2019-12-03,6
8071,4,2019-12-03,7
8072,4,2019-12-03,8
8073,2,2019-12-03,9
8074,1,2019-12-03,10
8075,2,2019-12-03,11
8076,5,2019-12-03,12
8077,4,2019-12-03,13
8078,3,2019-12-03,14
8079,3,2019-12-03,15
8080,3,2019-12-03,16
8081,6,2019-12-03,17
8082,7,2019-12-03,18
8083,6,2019-12-03,19
8084,8,2019-12-03,20
8085,3,2019-12-03,21
8086,3,2019-12-03,22
8087,3,2019-12-03,23
8088,3,2019-12-04,0
8089,4,2019-12-04,1
8090,3,2019-12-04,2
8091,2,2019-12-04,3
8092,3,2019-12-04,4
8093,4,2019-12-04,5
8094,3,2019-12-04,6
8095,2,2019-12-04,7
8096,0,2019-12-04,8
8097,1,2019-12-04,9
8098,2,2019-12-04,10
8099,1,2019-12-04,11
8100,0,2019-12-04,12
8101,0,2019-12-04,13
8102,0,2019-12-04,14
8103,1,2019-12-04,15
8104,1,2019-12-04,16
8105,1,2019-12-04,17
8106,0,2019-12-04,18
8107,0,2019-12-04,19
8108,0,2019-12-04,20
8109,1,2019-12-04,21
8110,0,2019-12-04,22
8111,0,2019-12-04,23
8112,5,2019-12-05,0
8113,8,2019-12-05,1
8114,8,2019-12-05,2
8115,5,2019-12-05,3
8116,4,2019-12-05,4
8117,6,2019-12-05,5
8118,7,2019-12-05,6
8119,10,2019-12-05,7
8120,10,2019-12-05,8
8121,7,2019-12-05,9
8122,6,2019-12-05,10
8123,5,2019-12-05,11
8124,3,2019-12-05,12
8125,2,2019-12-05,13
8126,7,2019-12-05,14
8127,8,2019-12-05,15
8128,9,2019-12-05,16
8129,5,2019-12-05,17
8130,7,2019-12-05,18
8131,7,2019-12-05,19
8132,8,2019-12-05,20
8133,6,2019-12-05,21
8134,4,2019-12-05,22
8135,7,2019-12-05,23
8136,8,2019-12-06,0
8137,6,2019-12-06,1
8138,9,2019-12-06,2
8139,9,2019-12-06,3
8140,7,2019-12-06,4
8141,6,2019-12-06,5
8142,7,2019-12-06,6
8143,8,2019-12-06,7
8144,13,2019-12-06,8
8145,13,2019-12-06,9
8146,8,2019-12-06,10
8147,7,2019-12-06,11
8148,8,2019-12-06,12
8149,14,2019-12-06,13
8150,13,2019-12-06,14
8151,8,2019-12-06,15
8152,9,2019-12-06,16
8153,7,2019-12-06,17
8154,10,2019-12-06,18
8155,8,2019-12-06,19
8156,8,2019-12-06,20
8157,5,2019-12-06,21
8158,4,2019-12-06,22
8159,5,2019-12-06,23
8160,4,2019-12-07,0
8161,4,2019-12-07,1
8162,3,2019-12-07,2
8163,6,2019-12-07,3
8164,7,2019-12-07,4
8165,10,2019-12-07,5
8166,8,2019-12-07,6
8167,8,2019-12-07,7
8168,9,2019-12-07,8
8169,5,2019-12-07,9
8170,5,2019-12-07,10
8171,9,2019-12-07,11
8172,11,2019-12-07,12
8173,14,2019-12-07,13
8174,12,2019-12-07,14
8175,9,2019-12-07,15
8176,6,2019-12-07,16
8177,7,2019-12-07,17
8178,8,2019-12-07,18
8179,7,2019-12-07,19
8180,7,2019-12-07,20
8181,8,2019-12-07,21
8182,4,2019-12-07,22
8183,6,2019-12-07,23
8184,5,2019-12-08,0
8185,3,2019-12-08,1
8186,3,2019-12-08,2
8187,5,2019-12-08,3
8188,7,2019-12-08,4
8189,9,2019-12-08,5
8190,12,2019-12-08,6
8191,14,2019-12-08,7
8192,17,2019-12-08,8
8193,15,2019-12-08,9
8194,14,2019-12-08,10
8195,10,2019-12-08,11
8196,11,2019-12-08,12
8197,9,2019-12-08,13
8198,10,2019-12-08,14
8199,11,2019-12-08,15
8200,11,2019-12-08,16
8201,11,2019-12-08,17
8202,11,2019-12-08,18
8203,6,2019-12-08,19
8204,4,2019-12-08,20
8205,9,2019-12-08,21
8206,9,2019-12-08,22
8207,10,2019-12-08,23
8208,6,2019-12-09,0
8209,7,2019-12-09,1
8210,4,2019-12-09,2
8211,3,2019-12-09,3
8212,7,2019-12-09,4
8213,7,2019-12-09,5
8214,5,2019-12-09,6
8215,7,2019-12-09,7
8216,9,2019-12-09,8
8217,8,2019-12-09,9
8218,6,2019-12-09,10
8219,6,2019-12-09,11
8220,10,2019-12-09,12
8221,10,2019-12-09,13
8222,8,2019-12-09,14
8223,4,2019-12-09,15
8224,6,2019-12-09,16
8225,7,2019-12-09,17
8226,11,2019-12-09,18
8227,8,2019-12-09,19
8228,7,2019-12-09,20
8229,5,2019-12-09,21
8230,6,2019-12-09,22
8231,5,2019-12-09,23
8232,6,2019-12-10,0
8233,4,2019-12-10,1
8234,2,2019-12-10,2
8235,2,2019-12-10,3
8236,2,2019-12-10,4
8237,3,2019-12-10,5
8238,8,2019-12-10,6
8239,10,2019-12-10,7
8240,12,2019-12-10,8
8241,11,2019-12-10,9
8242,6,2019-12-10,10
8243,3,2019-12-10,11
8244,2,2019-12-10,12
8245,3,2019-12-10,13
8246,6,2019-12-10,14
8247,8,2019-12-10,15
8248,7,2019-12-10,16
8249,6,2019-12-10,17
8250,0,2019-12-10,18
8251,3,2019-12-10,19
8252,5,2019-12-10,20
8253,6,2019-12-10,21
8254,8,2019-12-10,22
8255,3,2019-12-10,23
8256,3,2019-12-11,0
8257,6,2019-12-11,1
8258,5,2019-12-11,2
8259,8,2019-12-11,3
8260,9,2019-12-11,4
8261,10,2019-12-11,5
8262,6,2019-12-11,6
8263,10,2019-12-11,7
8264,15,2019-12-11,8
8265,13,2019-12-11,9
8266,15,2019-12-11,10
8267,9,2019-12-11,11
8268,5,2019-12-11,12
8269,5,2019-12-11,13
8270,5,2019-12-11,14
8271,3,2019-12-11,15
8272,4,2019-12-11,16
8273,7,2019-12-11,17
8274,6,2019-12-11,18
8275,7,2019-12-11,19
8276,6,2019-12-11,20
8277,5,2019-12-11,21
8278,4,2019-12-11,22
8279,4,2019-12-11,23
8280,7,2019-12-12,0
8281,6,2019-12-12,1
8282,6,2019-12-12,2
8283,3,2019-12-12,3
8284,3,2019-12-12,4
8285,4,2019-12-12,5
8286,2,2019-12-12,6
8287,4,2019-12-12,7
8288,5,2019-12-12,8
8289,4,2019-12-12,9
8290,6,2019-12-12,10
8291,10,2019-12-12,11
8292,9,2019-12-12,12
8293,5,2019-12-12,13
8294,4,2019-12-12,14
8295,2,2019-12-12,15
8296,7,2019-12-12,16
8297,9,2019-12-12,17
8298,8,2019-12-12,18
8299,11,2019-12-12,19
8300,11,2019-12-12,20
8301,12,2019-12-12,21
8302,8,2019-12-12,22
8303,5,2019-12-12,23
8304,2,2019-12-13,0
8305,4,2019-12-13,1
8306,8,2019-12-13,2
8307,9,2019-12-13,3
8308,9,2019-12-13,4
8309,10,2019-12-13,5
8310,9,2019-12-13,6
8311,12,2019-12-13,7
8312,11,2019-12-13,8
8313,7,2019-12-13,9
8314,8,2019-12-13,10
8315,7,2019-12-13,11
8316,6,2019-12-13,12
8317,6,2019-12-13,13
8318,7,2019-12-13,14
8319,5,2019-12-13,15
8320,5,2019-12-13,16
8321,4,2019-12-13,17
8322,7,2019-12-13,18
8323,11,2019-12-13,19
8324,9,2019-12-13,20
8325,13,2019-12-13,21
8326,13,2019-12-13,22
8327,11,2019-12-13,23
8328,7,2019-12-14,0
8329,4,2019-12-14,1
8330,2,2019-12-14,2
8331,4,2019-12-14,3
8332,7,2019-12-14,4
8333,8,2019-12-14,5
8334,9,2019-12-14,6
8335,10,2019-12-14,7
8336,6,2019-12-14,8
8337,7,2019-12-14,9
8338,9,2019-12-14,10
8339,5,2019-12-14,11
8340,4,2019-12-14,12
8341,6,2019-12-14,13
8342,7,2019-12-14,14
8343,6,2019-12-14,15
8344,5,2019-12-14,16
8345,2,2019-12-14,17
8346,1,2019-12-14,18
8347,0,2019-12-14,19
8348,0,2019-12-14,20
8349,0,2019-12-14,21
8350,0,2019-12-14,22
8351,0,2019-12-14,23
8352,9,2019-12-15,0
8353,6,2019-12-15,1
8354,9,2019-12-15,2
8355,10,2019-12-15,3
8356,9,2019-12-15,4
8357,11,2019-12-15,5
8358,11,2019-12-15,6
8359,12,2019-12-15,7
8360,10,2019-12-15,8
8361,10,2019-12-15,9
8362,6,2019-12-15,10
8363,9,2019-12-15,11
8364,10,2019-12-15,12
8365,9,2019-12-15,13
8366,7,2019-12-15,14
8367,5,2019-12-15,15
8368,8,2019-12-15,16
8369,6,2019-12-15,17
8370,7,2019-12-15,18
8371,8,2019-12-15,19
8372,6,2019-12-15,20
8373,8,2019-12-15,21
8374,8,2019-12-15,22
8375,4,2019-12-15,23
8376,9,2019-12-16,0
8377,10,2019-12-16,1
8378,9,2019-12-16,2
8379,5,2019-12-16,3
8380,2,2019-12-16,4
8381,5,2019-12-16,5
8382,7,2019-12-16,6
8383,14,2019-12-16,7
8384,15,2019-12-16,8
8385,16,2019-12-16,9
8386,9,2019-12-16,10
8387,5,2019-12-16,11
8388,6,2019-12-16,12
8389,4,2019-12-16,13
8390,4,2019-12-16,14
8391,5,2019-12-16,15
8392,6,2019-12-16,16
8393,6,2019-12-16,17
8394,6,2019-12-16,18
8395,9,2019-12-16,19
8396,7,2019-12-16,20
8397,6,2019-12-16,21
8398,5,2019-12-16,22
8399,6,2019-12-16,23
8400,7,2019-12-17,0
8401,6,2019-12-17,1
8402,5,2019-12-17,2
8403,7,2019-12-17,3
8404,10,2019-12-17,4
8405,8,2019-12-17,5
8406,9,2019-12-17,6
8407,10,2019-12-17,7
8408,6,2019-12-17,8
8409,5,2019-12-17,9
8410,5,2019-12-17,10
8411,6,2019-12-17,11
8412,5,2019-12-17,12
8413,5,2019-12-17,13
8414,4,2019-12-17,14
8415,7,2019-12-17,15
8416,6,2019-12-17,16
8417,9,2019-12-17,17
8418,8,2019-12-17,18
8419,8,2019-12-17,19
8420,5,2019-12-17,20
8421,5,2019-12-17,21
8422,7,2019-12-17,22
8423,6,2019-12-17,23
8424,8,2019-12-18,0
8425,8,2019-12-18,1
8426,5,2019-12-18,2
8427,5,2019-12-18,3
8428,3,2019-12-18,4
8429,3,2019-12-18,5
8430,7,2019-12-18,6
8431,5,2019-12-18,7
8432,8,2019-12-18,8
8433,4,2019-12-18,9
8434,4,2019-12-18,10
8435,5,2019-12-18,11
8436,3,2019-12-18,12
8437,2,2019-12-18,13
8438,2,2019-12-18,14
8439,8,2019-12-18,15
8440,6,2019-12-18,16
8441,7,2019-12-18,17
8442,3,2019-12-18,18
8443,3,2019-12-18,19
8444,7,2019-12-18,20
8445,7,2019-12-18,21
8446,9,2019-12-18,22
8447,10,2019-12-18,23
8448,14,2019-12-19,0
8449,12,2019-12-19,1
8450,9,2019-12-19,2
8451,6,2019-12-19,3
8452,6,2019-12-19,4
8453,4,2019-12-19,5
8454,5,2019-12-19,6
8455,4,2019-12-19,7
8456,5,2019-12-19,8
8457,4,2019-12-19,9
8458,6,2019-12-19,10
8459,6,2019-12-19,11
8460,4,2019-12-19,12
8461,7,2019-12-19,13
8462,7,2019-12-19,14
8463,7,2019-12-19,15
8464,6,2019-12-19,16
8465,6,2019-12-19,17
8466,8,2019-12-19,18
8467,4,2019-12-19,19
8468,7,2019-12-19,20
8469,8,2019-12-19,21
8470,6,2019-12-19,22
8471,8,2019-12-19,23
8472,3,2019-12-20,0
8473,2,2019-12-20,1
8474,8,2019-12-20,2
8475,8,2019-12-20,3
8476,6,2019-12-20,4
8477,4,2019-12-20,5
8478,3,2019-12-20,6
8479,6,2019-12-20,7
8480,5,2019-12-20,8
8481,9,2019-12-20,9
8482,8,2019-12-20,10
8483,6,2019-12-20,11
8484,4,2019-12-20,12
8485,4,2019-12-20,13
8486,5,2019-12-20,14
8487,7,2019-12-20,15
8488,7,2019-12-20,16
8489,8,2019-12-20,17
8490,8,2019-12-20,18
8491,7,2019-12-20,19
8492,8,2019-12-20,20
8493,6,2019-12-20,21
8494,7,2019-12-20,22
8495,8,2019-12-20,23
8496,9,2019-12-21,0
8497,9,2019-12-21,1
8498,10,2019-12-21,2
8499,4,2019-12-21,3
8500,3,2019-12-21,4
8501,3,2019-12-21,5
8502,7,2019-12-21,6
8503,6,2019-12-21,7
8504,6,2019-12-21,8
8505,7,2019-12-21,9
8506,8,2019-12-21,10
8507,5,2019-12-21,11
8508,5,2019-12-21,12
8509,5,2019-12-21,13
8510,3,2019-12-21,14
8511,3,2019-12-21,15
8512,3,2019-12-21,16
8513,8,2019-12-21,17
8514,6,2019-12-21,18
8515,8,2019-12-21,19
8516,5,2019-12-21,20
8517,9,2019-12-21,21
8518,6,2019-12-21,22
8519,7,2019-12-21,23
8520,5,2019-12-22,0
8521,6,2019-12-22,1
8522,5,2019-12-22,2
8523,5,2019-12-22,3
8524,4,2019-12-22,4
8525,4,2019-12-22,5
8526,5,2019-12-22,6
8527,9,2019-12-22,7
8528,11,2019-12-22,8
8529,7,2019-12-22,9
8530,4,2019-12-22,10
8531,5,2019-12-22,11
8532,4,2019-12-22,12
8533,7,2019-12-22,13
8534,6,2019-12-22,14
8535,8,2019-12-22,15
8536,5,2019-12-22,16
8537,3,2019-12-22,17
8538,3,2019-12-22,18
8539,6,2019-12-22,19
8540,7,2019-12-22,20
8541,9,2019-12-22,21
8542,6,2019-12-22,22
8543,5,2019-12-22,23
8544,2,2019-12-23,0
8545,3,2019-12-23,1
8546,3,2019-12-23,2
8547,0,2019-12-23,3
8548,3,2019-12-23,4
8549,3,2019-12-23,5
8550,4,2019-12-23,6
8551,4,2019-12-23,7
8552,5,2019-12-23,8
8553,5,2019-12-23,9
8554,2,2019-12-23,10
8555,4,2019-12-23,11
8556,3,2019-12-23,12
8557,3,2019-12-23,13
8558,3,2019-12-23,14
8559,4,2019-12-23,15
8560,5,2019-12-23,16
8561,5,2019-12-23,17
8562,3,2019-12-23,18
8563,5,2019-12-23,19
8564,6,2019-12-23,20
8565,5,2019-12-23,21
8566,3,2019-12-23,22
8567,0,2019-12-23,23
8568,0,2019-12-24,0
8569,5,2019-12-24,1
8570,6,2019-12-24,2
8571,6,2019-12-24,3
8572,5,2019-12-24,4
8573,4,2019-12-24,5
8574,2,2019-12-24,6
8575,3,2019-12-24,7
8576,1,2019-12-24,8
8577,0,2019-12-24,9
8578,0,2019-12-24,10
